creation_source,org_id,opted_in_to_mailing_list,enabled_for_marketing_drip,was_invited,creation_dayofweek,invited_others,adopted_user
SIGNUP_GOOGLE_AUTH,76,0,0,0,2,0,0
ORG_INVITE,7,1,0,1,5,0,0
GUEST_INVITE,363,1,0,1,5,0,0
SIGNUP,228,0,0,0,4,0,1
ORG_INVITE,292,0,0,1,6,0,0
SIGNUP_GOOGLE_AUTH,414,1,0,0,2,0,0
SIGNUP,118,0,0,0,5,0,0
ORG_INVITE,269,1,1,1,2,4,0
ORG_INVITE,10,1,1,1,0,0,0
GUEST_INVITE,0,0,0,1,3,0,0
PERSONAL_PROJECTS,85,0,0,0,5,0,0
SIGNUP,205,0,0,0,2,0,0
ORG_INVITE,35,0,0,1,5,0,0
ORG_INVITE,289,0,0,1,5,0,1
ORG_INVITE,57,1,0,1,4,2,0
ORG_INVITE,95,0,0,1,5,0,0
GUEST_INVITE,10,0,0,1,0,0,0
PERSONAL_PROJECTS,291,0,0,0,2,0,0
ORG_INVITE,196,0,0,1,6,0,1
GUEST_INVITE,0,0,0,1,6,0,0
GUEST_INVITE,142,0,1,1,2,0,0
SIGNUP,201,0,0,0,6,3,1
GUEST_INVITE,310,0,0,1,2,0,0
ORG_INVITE,137,1,0,1,0,0,0
PERSONAL_PROJECTS,234,0,0,0,0,0,0
ORG_INVITE,351,0,0,1,2,0,0
PERSONAL_PROJECTS,69,0,0,0,2,0,0
GUEST_INVITE,67,0,1,1,4,1,0
PERSONAL_PROJECTS,90,0,0,0,5,6,0
SIGNUP_GOOGLE_AUTH,370,1,0,0,3,0,0
GUEST_INVITE,34,0,0,1,3,0,0
GUEST_INVITE,45,1,0,1,4,0,0
ORG_INVITE,13,1,0,1,2,0,1
SIGNUP,389,0,0,0,3,0,0
SIGNUP_GOOGLE_AUTH,69,1,1,0,4,0,1
ORG_INVITE,151,0,0,1,3,0,0
ORG_INVITE,31,0,0,1,4,0,0
PERSONAL_PROJECTS,7,0,0,0,0,0,0
ORG_INVITE,4,0,0,1,4,0,1
SIGNUP_GOOGLE_AUTH,217,1,1,0,3,0,0
PERSONAL_PROJECTS,348,0,0,0,0,2,0
GUEST_INVITE,24,1,1,1,5,0,0
ORG_INVITE,95,1,0,1,3,0,0
SIGNUP,133,0,0,0,5,0,0
ORG_INVITE,92,0,0,1,4,1,0
SIGNUP_GOOGLE_AUTH,190,0,0,0,4,0,0
SIGNUP_GOOGLE_AUTH,269,0,0,0,2,0,0
GUEST_INVITE,11,1,1,1,0,0,1
GUEST_INVITE,158,1,0,1,2,0,0
SIGNUP,78,0,1,0,0,0,0
GUEST_INVITE,1,0,0,1,1,0,0
ORG_INVITE,218,0,0,1,0,1,1
ORG_INVITE,340,0,0,1,0,1,0
SIGNUP_GOOGLE_AUTH,26,1,1,0,0,0,0
GUEST_INVITE,4,0,0,1,6,2,0
ORG_INVITE,32,0,0,1,1,0,0
PERSONAL_PROJECTS,84,0,0,0,2,1,0
SIGNUP,50,1,0,0,0,0,0
ORG_INVITE,342,0,0,1,0,0,0
SIGNUP,22,1,0,0,3,0,0
SIGNUP,181,0,0,0,2,1,0
GUEST_INVITE,163,0,0,1,0,0,0
SIGNUP_GOOGLE_AUTH,13,0,0,0,2,0,1
SIGNUP_GOOGLE_AUTH,6,1,0,0,4,0,0
PERSONAL_PROJECTS,12,0,0,0,5,0,0
SIGNUP_GOOGLE_AUTH,47,0,0,0,3,0,0
SIGNUP,59,0,0,0,2,0,0
ORG_INVITE,192,1,1,1,3,0,0
GUEST_INVITE,194,0,0,1,3,1,0
PERSONAL_PROJECTS,181,0,0,0,5,1,1
SIGNUP,24,0,1,0,0,0,0
ORG_INVITE,330,0,0,1,4,0,0
ORG_INVITE,218,1,0,1,2,1,0
ORG_INVITE,141,1,0,1,6,0,1
ORG_INVITE,181,0,0,1,2,0,0
ORG_INVITE,218,0,0,1,1,0,0
ORG_INVITE,213,1,0,1,4,0,0
ORG_INVITE,51,1,0,1,2,0,0
PERSONAL_PROJECTS,194,0,0,0,2,0,0
ORG_INVITE,385,1,0,1,2,0,0
GUEST_INVITE,399,0,0,1,1,0,0
SIGNUP,1,0,0,0,3,1,0
SIGNUP,120,1,0,0,4,0,0
ORG_INVITE,3,0,0,1,2,3,0
SIGNUP,41,0,0,0,3,0,0
ORG_INVITE,94,0,0,1,4,0,1
GUEST_INVITE,126,0,0,1,4,5,0
PERSONAL_PROJECTS,88,0,0,0,0,0,0
SIGNUP_GOOGLE_AUTH,84,0,0,0,1,1,0
SIGNUP,62,0,0,0,2,2,1
GUEST_INVITE,138,0,0,1,6,0,0
ORG_INVITE,306,0,0,1,4,0,0
PERSONAL_PROJECTS,22,1,0,0,4,0,0
ORG_INVITE,294,0,0,1,5,0,0
ORG_INVITE,310,0,0,1,6,1,0
PERSONAL_PROJECTS,51,0,0,0,4,0,0
SIGNUP_GOOGLE_AUTH,229,1,0,0,0,0,0
PERSONAL_PROJECTS,43,0,0,0,5,0,0
ORG_INVITE,0,0,0,1,5,0,0
ORG_INVITE,17,0,0,1,3,0,0
SIGNUP_GOOGLE_AUTH,133,0,0,0,0,0,1
ORG_INVITE,275,0,0,1,0,1,0
SIGNUP,133,0,0,0,5,2,0
SIGNUP_GOOGLE_AUTH,409,0,0,0,2,2,0
PERSONAL_PROJECTS,264,0,0,0,1,0,0
ORG_INVITE,403,0,0,1,3,1,0
ORG_INVITE,108,0,0,1,4,0,0
SIGNUP,265,0,0,0,0,0,0
SIGNUP_GOOGLE_AUTH,2,1,1,0,5,0,0
SIGNUP,37,0,0,0,3,0,0
SIGNUP_GOOGLE_AUTH,214,0,0,0,5,0,0
SIGNUP_GOOGLE_AUTH,14,0,0,0,4,0,0
SIGNUP,36,0,0,0,1,2,0
GUEST_INVITE,8,0,0,1,6,3,1
ORG_INVITE,57,1,1,1,4,0,1
ORG_INVITE,328,0,0,1,5,0,0
SIGNUP,262,0,0,0,3,0,0
ORG_INVITE,86,0,0,1,5,0,0
PERSONAL_PROJECTS,126,1,1,0,6,0,0
SIGNUP,351,0,0,0,0,0,0
GUEST_INVITE,303,0,0,1,5,1,1
SIGNUP,112,0,0,0,3,0,0
ORG_INVITE,91,1,0,1,2,1,1
ORG_INVITE,18,0,1,1,3,1,0
PERSONAL_PROJECTS,18,0,0,0,0,0,0
ORG_INVITE,194,0,0,1,0,0,0
PERSONAL_PROJECTS,135,1,0,0,0,0,0
PERSONAL_PROJECTS,30,0,0,0,4,1,0
GUEST_INVITE,0,0,0,1,4,0,0
PERSONAL_PROJECTS,370,1,0,0,5,0,0
ORG_INVITE,286,0,0,1,1,0,0
PERSONAL_PROJECTS,54,1,0,0,4,1,0
SIGNUP_GOOGLE_AUTH,293,0,0,0,0,0,0
GUEST_INVITE,322,0,0,1,0,1,1
PERSONAL_PROJECTS,87,1,0,0,4,0,0
ORG_INVITE,394,0,0,1,6,0,0
ORG_INVITE,251,1,1,1,5,0,0
SIGNUP,4,0,0,0,2,0,0
ORG_INVITE,57,0,1,1,0,0,1
ORG_INVITE,254,0,0,1,4,2,0
SIGNUP,104,0,0,0,4,0,0
ORG_INVITE,279,0,0,1,6,0,0
SIGNUP,1,1,0,0,1,0,0
GUEST_INVITE,88,0,1,1,3,0,0
GUEST_INVITE,385,0,0,1,3,0,0
SIGNUP_GOOGLE_AUTH,41,0,0,0,4,0,0
GUEST_INVITE,0,1,0,1,0,0,0
SIGNUP_GOOGLE_AUTH,390,0,0,0,2,0,0
ORG_INVITE,57,0,1,1,3,0,0
ORG_INVITE,59,0,0,1,5,0,0
SIGNUP,18,1,0,0,0,0,0
ORG_INVITE,126,0,0,1,6,6,0
ORG_INVITE,2,0,0,1,3,0,0
ORG_INVITE,283,0,0,1,1,2,1
ORG_INVITE,346,0,0,1,1,0,0
PERSONAL_PROJECTS,200,0,0,0,4,0,0
SIGNUP,379,0,0,0,1,0,0
SIGNUP_GOOGLE_AUTH,127,0,0,0,4,0,1
GUEST_INVITE,177,0,0,1,5,1,1
ORG_INVITE,132,1,0,1,2,0,0
ORG_INVITE,10,0,0,1,3,0,0
PERSONAL_PROJECTS,362,1,0,0,1,0,0
GUEST_INVITE,327,0,0,1,5,0,0
SIGNUP,372,0,0,0,0,0,1
SIGNUP_GOOGLE_AUTH,157,0,0,0,1,0,0
SIGNUP,354,1,0,0,1,0,0
PERSONAL_PROJECTS,324,0,0,0,6,0,1
GUEST_INVITE,39,0,0,1,2,0,0
PERSONAL_PROJECTS,188,0,0,0,5,1,0
SIGNUP,415,0,0,0,3,1,0
SIGNUP,146,1,0,0,4,0,0
PERSONAL_PROJECTS,259,0,0,0,5,0,0
SIGNUP_GOOGLE_AUTH,396,0,0,0,4,0,0
GUEST_INVITE,16,0,0,1,5,0,0
PERSONAL_PROJECTS,119,0,0,0,4,0,0
PERSONAL_PROJECTS,1,0,0,0,3,0,0
SIGNUP,43,0,0,0,0,0,0
GUEST_INVITE,4,0,0,1,6,0,1
SIGNUP,401,0,0,0,3,0,0
ORG_INVITE,5,0,0,1,1,0,0
ORG_INVITE,20,0,0,1,5,0,0
SIGNUP,23,0,1,0,0,0,0
SIGNUP_GOOGLE_AUTH,370,0,0,0,4,0,0
ORG_INVITE,69,1,0,1,0,1,0
ORG_INVITE,3,0,0,1,4,0,0
ORG_INVITE,216,0,0,1,3,8,1
SIGNUP,46,0,0,0,2,0,0
ORG_INVITE,109,1,0,1,3,0,0
GUEST_INVITE,70,1,1,1,1,0,0
ORG_INVITE,17,0,0,1,5,0,0
GUEST_INVITE,86,0,0,1,4,0,0
GUEST_INVITE,5,0,0,1,5,1,0
GUEST_INVITE,367,1,0,1,2,2,1
SIGNUP_GOOGLE_AUTH,52,1,0,0,6,1,0
SIGNUP,203,0,0,0,1,0,0
ORG_INVITE,204,0,0,1,0,2,0
SIGNUP,60,0,0,0,5,0,0
ORG_INVITE,135,0,0,1,2,0,0
ORG_INVITE,375,0,0,1,4,1,0
ORG_INVITE,252,1,0,1,3,0,0
SIGNUP_GOOGLE_AUTH,143,0,0,0,0,0,0
SIGNUP,9,0,0,0,6,0,0
ORG_INVITE,19,0,0,1,3,3,0
PERSONAL_PROJECTS,66,0,0,0,4,1,0
PERSONAL_PROJECTS,0,0,0,0,0,0,0
GUEST_INVITE,267,0,0,1,0,0,0
GUEST_INVITE,222,1,0,1,3,3,1
ORG_INVITE,120,0,0,1,5,0,0
GUEST_INVITE,64,0,1,1,5,0,0
GUEST_INVITE,87,0,0,1,5,2,0
ORG_INVITE,133,0,0,1,2,0,0
SIGNUP,234,0,0,0,0,0,0
PERSONAL_PROJECTS,331,0,0,0,3,0,0
ORG_INVITE,413,1,1,1,0,0,1
SIGNUP_GOOGLE_AUTH,177,1,0,0,1,0,0
SIGNUP,211,0,0,0,1,5,1
ORG_INVITE,6,0,0,1,5,0,0
SIGNUP,167,1,0,0,6,0,0
GUEST_INVITE,382,0,0,1,4,1,0
ORG_INVITE,148,0,0,1,4,1,0
PERSONAL_PROJECTS,130,1,0,0,3,0,0
ORG_INVITE,377,1,0,1,2,1,0
SIGNUP,179,0,0,0,6,0,0
ORG_INVITE,152,0,0,1,1,0,0
ORG_INVITE,10,0,0,1,1,0,0
ORG_INVITE,124,0,0,1,5,0,0
SIGNUP,4,0,0,0,5,0,1
ORG_INVITE,118,1,1,1,1,0,0
ORG_INVITE,12,1,0,1,2,0,0
SIGNUP_GOOGLE_AUTH,7,0,0,0,1,0,1
PERSONAL_PROJECTS,104,0,0,0,6,1,0
GUEST_INVITE,51,0,0,1,2,0,0
ORG_INVITE,11,0,0,1,5,0,0
ORG_INVITE,311,0,0,1,0,3,0
SIGNUP,205,0,0,0,5,0,0
GUEST_INVITE,373,0,0,1,2,0,0
PERSONAL_PROJECTS,14,0,0,0,6,2,0
PERSONAL_PROJECTS,115,1,0,0,3,0,0
PERSONAL_PROJECTS,228,1,0,0,0,0,0
ORG_INVITE,23,0,0,1,4,0,0
ORG_INVITE,183,0,0,1,4,0,0
ORG_INVITE,67,1,0,1,6,0,0
GUEST_INVITE,12,0,0,1,2,0,0
SIGNUP,27,0,0,0,1,0,0
SIGNUP_GOOGLE_AUTH,341,1,1,0,0,1,1
ORG_INVITE,77,0,0,1,0,0,0
SIGNUP,52,0,0,0,6,0,0
SIGNUP,15,0,0,0,5,0,0
PERSONAL_PROJECTS,215,0,0,0,2,0,0
ORG_INVITE,60,0,0,1,3,1,0
PERSONAL_PROJECTS,247,0,0,0,3,6,0
SIGNUP,288,0,0,0,2,0,1
SIGNUP,121,0,0,0,1,3,0
GUEST_INVITE,0,0,0,1,6,0,0
PERSONAL_PROJECTS,0,1,0,0,3,0,0
SIGNUP,21,0,0,0,1,0,0
PERSONAL_PROJECTS,7,0,0,0,6,4,0
PERSONAL_PROJECTS,54,0,0,0,6,0,0
ORG_INVITE,145,0,0,1,4,0,0
SIGNUP,141,0,0,0,3,0,0
SIGNUP_GOOGLE_AUTH,156,0,1,0,5,0,0
SIGNUP,403,0,0,0,4,0,1
ORG_INVITE,216,1,0,1,4,1,0
SIGNUP_GOOGLE_AUTH,209,0,0,0,5,0,0
ORG_INVITE,11,0,0,1,5,0,0
SIGNUP_GOOGLE_AUTH,27,0,0,0,5,0,0
GUEST_INVITE,74,0,0,1,2,0,0
PERSONAL_PROJECTS,34,0,0,0,5,0,0
PERSONAL_PROJECTS,1,1,1,0,5,0,0
SIGNUP_GOOGLE_AUTH,206,1,0,0,2,0,1
ORG_INVITE,313,1,1,1,5,1,0
ORG_INVITE,17,0,0,1,6,1,0
ORG_INVITE,67,0,0,1,3,0,1
GUEST_INVITE,232,0,0,1,6,0,0
ORG_INVITE,0,0,0,1,2,0,0
ORG_INVITE,253,0,0,1,4,0,0
ORG_INVITE,4,1,0,1,0,0,0
GUEST_INVITE,119,1,0,1,6,0,0
ORG_INVITE,35,0,0,1,1,0,0
SIGNUP,262,0,0,0,5,0,0
ORG_INVITE,145,0,0,1,4,0,0
ORG_INVITE,414,0,0,1,2,0,0
GUEST_INVITE,18,0,0,1,0,0,0
SIGNUP,239,0,0,0,0,2,1
GUEST_INVITE,352,0,0,1,2,2,0
SIGNUP,384,0,0,0,3,0,0
GUEST_INVITE,7,1,0,1,3,0,0
ORG_INVITE,377,0,0,1,0,0,1
SIGNUP_GOOGLE_AUTH,324,0,0,0,3,2,1
SIGNUP_GOOGLE_AUTH,1,0,0,0,3,0,0
ORG_INVITE,0,0,0,1,6,3,0
PERSONAL_PROJECTS,217,0,0,0,2,0,1
ORG_INVITE,356,0,0,1,2,0,0
SIGNUP,372,1,1,0,2,0,0
PERSONAL_PROJECTS,15,0,0,0,6,5,0
GUEST_INVITE,207,0,0,1,4,0,0
SIGNUP_GOOGLE_AUTH,106,0,0,0,5,0,0
ORG_INVITE,241,0,0,1,6,1,0
SIGNUP_GOOGLE_AUTH,149,0,0,0,1,0,0
PERSONAL_PROJECTS,187,0,0,0,4,0,0
SIGNUP,0,0,0,0,4,3,0
SIGNUP_GOOGLE_AUTH,7,0,0,0,0,0,0
ORG_INVITE,159,1,0,1,0,0,0
GUEST_INVITE,155,0,0,1,1,0,0
PERSONAL_PROJECTS,10,0,0,0,6,2,0
ORG_INVITE,347,0,0,1,4,0,0
SIGNUP_GOOGLE_AUTH,33,0,0,0,6,0,0
ORG_INVITE,314,0,0,1,3,0,0
SIGNUP,298,0,0,0,2,0,0
ORG_INVITE,2,0,0,1,2,0,0
GUEST_INVITE,317,0,0,1,1,0,1
ORG_INVITE,90,0,0,1,0,4,1
ORG_INVITE,9,0,0,1,4,0,0
SIGNUP,176,1,1,0,4,0,0
ORG_INVITE,108,0,0,1,0,0,0
ORG_INVITE,208,0,0,1,2,0,0
ORG_INVITE,60,0,0,1,4,0,0
PERSONAL_PROJECTS,62,1,0,0,6,0,0
ORG_INVITE,165,0,0,1,0,0,0
GUEST_INVITE,86,0,0,1,1,3,0
SIGNUP_GOOGLE_AUTH,37,0,0,0,2,0,1
PERSONAL_PROJECTS,247,0,0,0,1,0,0
PERSONAL_PROJECTS,248,0,0,0,4,0,0
ORG_INVITE,40,0,0,1,3,0,0
GUEST_INVITE,129,1,0,1,5,0,1
ORG_INVITE,95,1,1,1,3,0,0
PERSONAL_PROJECTS,7,0,0,0,2,0,0
GUEST_INVITE,96,0,0,1,5,1,1
SIGNUP,280,1,1,0,3,0,1
GUEST_INVITE,18,0,0,1,0,6,1
PERSONAL_PROJECTS,2,0,1,0,0,0,0
GUEST_INVITE,90,0,0,1,1,0,1
SIGNUP_GOOGLE_AUTH,19,0,0,0,6,0,1
SIGNUP,0,0,0,0,0,0,0
GUEST_INVITE,394,0,0,1,4,4,0
PERSONAL_PROJECTS,220,0,0,0,2,0,0
SIGNUP,336,0,0,0,1,4,0
PERSONAL_PROJECTS,2,0,0,0,5,0,0
SIGNUP_GOOGLE_AUTH,345,0,0,0,6,0,0
PERSONAL_PROJECTS,97,0,1,0,6,0,0
ORG_INVITE,1,0,0,1,3,0,0
ORG_INVITE,15,0,0,1,3,0,0
SIGNUP_GOOGLE_AUTH,21,0,0,0,6,0,0
GUEST_INVITE,162,0,0,1,1,0,0
PERSONAL_PROJECTS,130,0,0,0,3,0,0
ORG_INVITE,71,0,0,1,0,5,0
ORG_INVITE,8,0,0,1,0,0,0
GUEST_INVITE,247,0,0,1,4,0,1
ORG_INVITE,131,1,0,1,5,2,0
SIGNUP_GOOGLE_AUTH,5,0,0,0,4,0,1
PERSONAL_PROJECTS,20,0,0,0,4,0,0
ORG_INVITE,391,0,0,1,4,0,0
PERSONAL_PROJECTS,155,0,0,0,0,0,0
PERSONAL_PROJECTS,213,0,0,0,0,1,0
PERSONAL_PROJECTS,275,0,0,0,4,4,0
PERSONAL_PROJECTS,49,0,0,0,5,1,0
ORG_INVITE,0,0,0,1,3,0,0
PERSONAL_PROJECTS,26,1,1,0,6,2,0
ORG_INVITE,111,0,0,1,5,0,0
SIGNUP,344,0,0,0,6,0,0
GUEST_INVITE,21,1,0,1,0,0,0
ORG_INVITE,151,0,0,1,6,0,0
ORG_INVITE,361,0,0,1,0,0,1
ORG_INVITE,22,1,0,1,5,6,0
ORG_INVITE,190,0,0,1,0,0,0
GUEST_INVITE,40,1,0,1,0,0,0
ORG_INVITE,95,0,0,1,0,0,0
GUEST_INVITE,220,1,0,1,3,0,0
GUEST_INVITE,376,1,1,1,2,0,0
GUEST_INVITE,134,1,1,1,4,0,0
ORG_INVITE,4,0,0,1,6,0,0
ORG_INVITE,283,1,0,1,1,0,0
GUEST_INVITE,300,0,0,1,1,0,0
ORG_INVITE,185,1,1,1,6,0,0
ORG_INVITE,21,1,1,1,1,0,0
SIGNUP,32,0,0,0,2,0,0
GUEST_INVITE,341,0,0,1,3,1,0
ORG_INVITE,68,0,0,1,6,1,0
ORG_INVITE,98,0,0,1,3,0,0
ORG_INVITE,364,1,1,1,2,0,0
SIGNUP_GOOGLE_AUTH,204,0,0,0,2,0,0
GUEST_INVITE,110,0,0,1,1,8,0
SIGNUP,413,0,0,0,4,0,0
ORG_INVITE,6,0,0,1,1,1,1
GUEST_INVITE,6,1,0,1,2,0,0
ORG_INVITE,363,0,0,1,4,0,0
GUEST_INVITE,3,0,0,1,6,0,0
GUEST_INVITE,21,0,0,1,0,3,0
SIGNUP_GOOGLE_AUTH,187,0,0,0,4,0,0
PERSONAL_PROJECTS,34,1,1,0,1,5,0
SIGNUP_GOOGLE_AUTH,362,0,0,0,5,0,0
PERSONAL_PROJECTS,93,0,0,0,0,6,0
ORG_INVITE,261,1,1,1,6,0,0
PERSONAL_PROJECTS,2,0,0,0,3,1,0
ORG_INVITE,50,0,0,1,5,1,0
ORG_INVITE,296,0,0,1,6,0,0
ORG_INVITE,83,0,1,1,3,0,0
ORG_INVITE,183,0,0,1,6,0,0
ORG_INVITE,379,0,0,1,4,0,0
SIGNUP,2,0,0,0,3,3,0
ORG_INVITE,0,0,0,1,1,1,0
SIGNUP,274,1,0,0,4,0,0
GUEST_INVITE,277,0,0,1,3,0,0
SIGNUP_GOOGLE_AUTH,19,1,1,0,4,0,0
ORG_INVITE,226,0,0,1,5,0,0
SIGNUP_GOOGLE_AUTH,350,0,0,0,3,0,0
ORG_INVITE,217,0,0,1,2,0,0
SIGNUP_GOOGLE_AUTH,0,0,0,0,2,6,0
ORG_INVITE,30,0,0,1,4,0,0
PERSONAL_PROJECTS,201,0,0,0,6,0,0
GUEST_INVITE,4,0,0,1,1,0,0
PERSONAL_PROJECTS,116,0,0,0,1,0,0
ORG_INVITE,230,0,0,1,2,0,1
SIGNUP_GOOGLE_AUTH,45,0,0,0,3,0,0
PERSONAL_PROJECTS,55,0,0,0,0,3,0
SIGNUP,4,0,0,0,3,0,0
ORG_INVITE,51,1,1,1,1,2,0
SIGNUP,63,0,0,0,6,0,0
GUEST_INVITE,377,0,0,1,2,0,0
ORG_INVITE,93,1,1,1,3,0,0
SIGNUP,43,0,1,0,3,0,0
SIGNUP_GOOGLE_AUTH,173,0,0,0,6,0,0
GUEST_INVITE,242,0,0,1,2,0,0
ORG_INVITE,221,0,1,1,3,0,0
ORG_INVITE,328,0,0,1,4,1,0
ORG_INVITE,118,0,0,1,1,0,0
SIGNUP,287,0,0,0,6,0,0
ORG_INVITE,61,0,0,1,4,0,0
SIGNUP,8,0,0,0,2,0,0
PERSONAL_PROJECTS,52,0,0,0,5,3,0
ORG_INVITE,316,0,0,1,2,0,0
ORG_INVITE,112,0,0,1,6,0,0
ORG_INVITE,119,0,0,1,6,1,0
GUEST_INVITE,150,1,1,1,4,0,0
SIGNUP,344,0,0,0,2,0,1
GUEST_INVITE,60,0,0,1,1,0,0
ORG_INVITE,18,0,0,1,5,0,1
GUEST_INVITE,110,0,0,1,3,0,0
ORG_INVITE,129,0,0,1,0,0,1
GUEST_INVITE,149,0,0,1,5,2,0
PERSONAL_PROJECTS,66,0,0,0,6,1,0
SIGNUP,0,0,0,0,2,0,0
SIGNUP_GOOGLE_AUTH,1,1,0,0,4,2,0
ORG_INVITE,41,0,0,1,5,0,0
ORG_INVITE,237,0,0,1,1,0,0
GUEST_INVITE,14,0,0,1,3,0,0
ORG_INVITE,126,0,1,1,3,0,1
ORG_INVITE,308,0,0,1,3,1,0
GUEST_INVITE,131,0,0,1,2,0,0
ORG_INVITE,394,1,1,1,5,0,0
ORG_INVITE,318,0,0,1,4,0,0
SIGNUP,125,1,0,0,1,0,0
SIGNUP,271,0,0,0,0,0,0
GUEST_INVITE,3,0,0,1,0,0,1
ORG_INVITE,89,1,0,1,2,0,0
ORG_INVITE,160,1,0,1,4,0,0
GUEST_INVITE,350,0,0,1,2,0,1
GUEST_INVITE,147,0,0,1,1,0,0
GUEST_INVITE,83,0,1,1,2,0,0
ORG_INVITE,1,0,0,1,3,0,1
SIGNUP_GOOGLE_AUTH,57,0,1,0,5,0,0
ORG_INVITE,316,1,0,1,4,2,0
ORG_INVITE,28,1,1,1,4,0,0
ORG_INVITE,247,0,0,1,4,0,0
ORG_INVITE,5,1,0,1,0,0,0
GUEST_INVITE,20,0,0,1,0,5,0
SIGNUP_GOOGLE_AUTH,97,1,0,0,6,0,0
SIGNUP,262,0,0,0,3,0,1
SIGNUP,142,0,0,0,4,0,0
GUEST_INVITE,2,0,0,1,1,0,0
SIGNUP,214,0,0,0,1,1,0
ORG_INVITE,127,0,0,1,2,0,0
GUEST_INVITE,45,0,1,1,6,0,1
SIGNUP_GOOGLE_AUTH,20,0,0,0,0,0,0
SIGNUP,198,0,0,0,2,0,0
ORG_INVITE,358,0,0,1,2,0,0
PERSONAL_PROJECTS,192,0,0,0,0,0,0
PERSONAL_PROJECTS,11,0,0,0,4,0,0
SIGNUP,103,1,0,0,4,2,0
ORG_INVITE,179,1,0,1,5,0,0
ORG_INVITE,142,0,0,1,2,2,0
SIGNUP_GOOGLE_AUTH,281,0,0,0,6,1,0
SIGNUP,5,1,1,0,1,0,0
GUEST_INVITE,213,0,0,1,2,0,0
GUEST_INVITE,255,1,0,1,2,0,0
GUEST_INVITE,343,0,0,1,6,0,0
SIGNUP_GOOGLE_AUTH,1,1,0,0,4,1,0
SIGNUP,398,0,0,0,0,0,0
ORG_INVITE,83,0,0,1,0,0,0
SIGNUP,384,0,0,0,6,0,0
PERSONAL_PROJECTS,7,0,0,0,6,0,0
PERSONAL_PROJECTS,101,0,0,0,0,1,0
PERSONAL_PROJECTS,253,0,0,0,4,0,0
GUEST_INVITE,12,0,0,1,5,0,0
SIGNUP_GOOGLE_AUTH,166,1,0,0,5,0,0
PERSONAL_PROJECTS,103,0,0,0,4,0,0
ORG_INVITE,50,0,0,1,0,0,0
GUEST_INVITE,0,1,1,1,6,2,0
SIGNUP_GOOGLE_AUTH,78,0,0,0,1,0,1
GUEST_INVITE,54,0,0,1,2,1,0
ORG_INVITE,322,0,0,1,3,0,0
ORG_INVITE,144,1,1,1,4,0,0
SIGNUP,98,0,0,0,1,0,0
ORG_INVITE,64,1,0,1,3,5,0
GUEST_INVITE,199,1,1,1,2,0,0
ORG_INVITE,9,0,0,1,0,0,0
GUEST_INVITE,399,0,0,1,1,0,1
PERSONAL_PROJECTS,370,0,0,0,5,0,0
SIGNUP,377,0,0,0,6,0,0
SIGNUP_GOOGLE_AUTH,3,1,0,0,3,0,0
SIGNUP_GOOGLE_AUTH,274,0,0,0,5,0,0
ORG_INVITE,236,0,0,1,4,0,1
ORG_INVITE,106,1,0,1,3,1,0
SIGNUP,46,0,0,0,6,0,0
PERSONAL_PROJECTS,168,1,0,0,1,0,0
ORG_INVITE,160,0,0,1,1,1,0
GUEST_INVITE,212,0,0,1,6,3,0
PERSONAL_PROJECTS,7,0,1,0,3,0,0
PERSONAL_PROJECTS,1,0,0,0,0,0,0
SIGNUP_GOOGLE_AUTH,256,0,0,0,6,0,0
ORG_INVITE,210,0,1,1,4,0,0
ORG_INVITE,86,1,0,1,4,0,1
PERSONAL_PROJECTS,64,0,0,0,0,0,0
GUEST_INVITE,36,0,0,1,2,2,0
SIGNUP_GOOGLE_AUTH,67,1,0,0,3,1,1
SIGNUP,221,0,0,0,4,0,0
GUEST_INVITE,4,0,1,1,4,5,0
GUEST_INVITE,61,0,1,1,1,0,0
ORG_INVITE,126,0,0,1,1,1,0
ORG_INVITE,14,0,0,1,6,0,0
ORG_INVITE,117,1,0,1,2,0,0
GUEST_INVITE,12,1,0,1,3,1,0
SIGNUP_GOOGLE_AUTH,191,0,0,0,3,0,0
ORG_INVITE,304,0,0,1,0,0,1
SIGNUP,404,0,0,0,4,0,0
ORG_INVITE,1,0,0,1,3,2,0
GUEST_INVITE,282,1,1,1,3,0,0
PERSONAL_PROJECTS,27,1,1,0,5,0,0
SIGNUP_GOOGLE_AUTH,86,1,0,0,5,0,0
PERSONAL_PROJECTS,13,0,0,0,0,0,0
GUEST_INVITE,326,1,1,1,5,0,0
SIGNUP,177,0,0,0,6,0,0
SIGNUP_GOOGLE_AUTH,313,1,0,0,5,0,0
GUEST_INVITE,57,0,0,1,2,0,0
SIGNUP_GOOGLE_AUTH,189,1,0,0,3,1,0
PERSONAL_PROJECTS,63,1,1,0,5,4,1
ORG_INVITE,28,0,0,1,5,0,0
GUEST_INVITE,39,1,0,1,0,1,0
PERSONAL_PROJECTS,300,1,0,0,0,3,0
PERSONAL_PROJECTS,59,0,0,0,6,0,0
ORG_INVITE,170,0,0,1,3,0,1
PERSONAL_PROJECTS,171,1,1,0,0,0,0
PERSONAL_PROJECTS,7,0,0,0,3,0,0
PERSONAL_PROJECTS,119,1,1,0,2,0,0
GUEST_INVITE,234,0,0,1,2,0,0
ORG_INVITE,1,0,0,1,1,0,0
SIGNUP_GOOGLE_AUTH,175,0,0,0,2,0,1
PERSONAL_PROJECTS,314,0,0,0,5,0,0
